ID,WHOID,WHATId,SUBJECT,ACTIVITYDATE,STATUS,PRIORITY,ISHIGHPRIORITY,OWNERID,DESCRIPTION,ISDELETED,ACCOUNTID,ISCLOSED,CREATEDDATE,LASTMODIFIEDDATE,LASTMODIFIEDBYID,SYSTEMMODSTAMP,ISARCHIVED,CALLDURATIONINSECONDS,CALLTYPE,CALLDISPOSITION,CALLOBJECT,REMINDERDATETIME,ISREMINDERSET,RECURRENCEACTIVITYID,ISRECURRENCE,RECURRENCESTARTDATEONLY,RECURRENCEENDDATEONLY,RECURRENCETIMEZONESIDKEY,RECURRENCETYPE,RECURRENCEINTERVAL,RECURRENCEDAYOFWEEKMASK,RECURRENCEDAYOFMONTH,RECURRENCEINSTANCE,RECURRENCEMONTHOFYEAR,RECURRENCEREGENERATEDTYPE,TASKSUBTYPE,DISPOSITION__C,INCONTACT_CONTACT_ID__C,SKILL_NAME__C,TEAM_NAME__C,ANI__C,AGENT_NAME__C,CALLBACK_TIME__C,CALL_DIRECTION__C,CALL_DURATION_IN_SECONDS__C,CALL_START_DATE_AND_TIME__C,CALL_END_DATE_AND_TIME__C,COMMITMENT_AMOUNT__C,CUSTOM_VALUE_1__C,CUSTOM_VALUE_2__C,DNIS__C,SECONDARY_DISPOSITION__C,TAGS__C
,,500R0000009v8MbIAI,Product Support,,Completed,Low,,0054P00000Av1QGQAZ,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,,0014P0000278mQ6QAI,TRUE,2018-12-15T21:22:08.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,16027288497,Router Issues,Auto Agent,312-396-2371,Bruce Banner,,Inbound,178,2018-12-15T21:22:08Z,,,Email,,592-189-6000,Legal,Fall Campaign
,,500R0000009v8McIAI,Product Inquiry,,Completed,High,,0054P00000Av1QzQAJ,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget,,0014P0000278mQ6QAI,TRUE,2019-04-23T12:43:59.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,19207428489,Cable TV Issues,Cable TV Support,953-824-5271,Charles Xavier,,Outbound,569,2019-04-23T12:43:59Z,,,Email,,796-332-2170,Sales,Upgrade
,,500R0000009v8MdIAI,Known Issue,,Completed,Medium,,0054P00000Av1PrQAJ,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,,0014P0000278mJGQAY,TRUE,2019-08-26T10:04:48.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,15402188421,Cable TV Issues,Router Support,442-976-7129,Wade Wilson,,Inbound,2778,2019-08-26T10:04:48Z,,,WorkItem,,405-794-3554,Sales,Spring Campaign
,,500R0000009v8MeIAI,Product Support,,Completed,High,,0054P00000Av1QGQAZ,erat quisque erat eros viverra eget congue eget semper rutrum,,0014P0000278mPMQAY,TRUE,2019-03-07T17:50:11.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,18285703688,Chimerical Auto Outbound,Sales,702-427-6784,Bruce Banner,,Inbound,2588,2019-03-07T17:50:11Z,,,Call,,895-854-4552,Marketing,Upgrade
,,500R0000009v8MfIAI,Product Problem,,Completed,Medium,,0054P00000Av1QuQAJ,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,,0014P0000278mVxQAI,TRUE,2019-08-25T17:02:08.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,12782047082,Chimerical Auto Inbound,Router Support,365-440-3422,Justin Case,,Outbound,1519,2019-08-25T17:02:08Z,,,Call,,466-637-2153,Services,Upgrade
,,500R0000009v8MgIAI,Product Problem,,Completed,High,,0054P00000Av1QaQAJ,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet,,0014P0000278mJGQAY,TRUE,2019-02-20T20:27:29.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,14126451428,Broadband Sales,Router Support,412-599-6335,Clint Barton,,Outbound,2889,2019-02-20T20:27:29Z,,,Email,,577-561-1864,Legal,Fall Campaign
,,500R0000009v8MhIAI,Product Problem,,Completed,High,,0054P00000Av1QaQAJ,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa,,0014P0000278mJGQAY,TRUE,2019-05-30T16:17:32.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,17520428877,Cable TV Issues,Router Support,885-846-5552,Wade Wilson,,Inbound,1708,2019-05-30T16:17:32Z,,,Chat,,699-741-2125,Sales,Fall Campaign
,,500R0000009v8MiIAI,Product Support,,Completed,Medium,,0054P00000Av1QLQAZ,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,,0014P0000278mVxQAI,TRUE,2019-09-12T22:58:21.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,18861222314,Chimerical Auto Outbound,Router Support,450-349-9359,Bruce Banner,,Outbound,444,2019-09-12T22:58:21Z,,,Email,,354-879-0084,Business Development,Fall Campaign
,,500R0000009v8MjIAI,Product Support,,Completed,High,,0054P00000Av1QaQAJ,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis,,0014P0000278mQ6QAI,TRUE,2018-12-04T16:10:15.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,16991435483,Chimerical Auto Workitem,Router Support,151-248-0248,Luke Cage,,Outbound,1988,2018-12-04T16:10:15Z,,,WorkItem,,193-951-7951,Legal,New Product
,,500R0000009v8MkIAI,Product Support,,Completed,High,,0054P00000Av1QaQAJ,nunc vestibulum ante ipsum primis in faucibus orci luctus et,,0014P0000278mJGQAY,TRUE,2019-07-03T03:41:52.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,16866041583,Cable TV Issues,Cable TV Support,171-102-8039,Steve Rogers,,Outbound,351,2019-07-03T03:41:52Z,,,Call,,569-695-4104,Research and Development,Spring Campaign
,,500R0000009v8MlIAI,General Inquiry,,Completed,Medium,,0054P00000Av1PrQAJ,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,,0014P0000278mJGQAY,TRUE,2018-12-04T20:18:46.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,18713238672,Cable TV Issues,Sales,626-387-4063,Tony Stark,,Inbound,1902,2018-12-04T20:18:46Z,,,Chat,,582-246-4345,Business Development,Spring Campaign
,,500R0000009v8MmIAI,General Inquiry,,Completed,High,,0054P00000Av1QuQAJ,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,,0014P0000278mQ6QAI,TRUE,2019-04-03T00:57:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,15481132826,Chimerical Auto Workitem,Sales,321-167-0085,Justin Case,,Inbound,684,2019-04-03T00:57:00Z,,,Email,,786-165-3064,Product Management,New Product
,,500R0000009v8MnIAI,Product Inquiry,,Completed,Low,,0054P00000Av1QzQAJ,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc,,0014P0000278mJGQAY,TRUE,2018-11-09T04:20:29.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,15546241945,Router Issues,Auto Agent,825-168-7544,Clint Barton,,Outbound,2165,2018-11-09T04:20:29Z,,,WorkItem,,765-268-9768,Product Management,Fall Campaign
,,500R0000009v8MoIAI,General Inquiry,,Completed,Medium,,0054P00000Av1QkQAJ,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum,,0014P0000278mS9QAI,TRUE,2019-03-24T14:44:11.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,18627207835,Router Issues,Router Support,268-447-5352,Peter Parker,,Outbound,2059,2019-03-24T14:44:11Z,,,Call,,336-322-5308,Product Management,Spring Campaign
,,500R0000009v8MpIAI,General Inquiry,,Completed,Medium,,0054P00000Av1QuQAJ,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel,,0014P0000278mQ6QAI,TRUE,2019-02-21T06:33:28.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,19045161848,Chimerical Auto Inbound,Auto Agent,569-820-8105,Steve Rogers,,Inbound,2330,2019-02-21T06:33:28Z,,,Email,,349-353-5478,Product Management,Hot Lead
,,500R0000009v8MqIAI,General Inquiry,,Completed,High,,0054P00000Av1QzQAJ,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,,0014P0000278mVxQAI,TRUE,2019-06-11T22:38:47.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,18356859132,Chimerical Auto Outbound,Auto Agent,536-358-8879,Steve Rogers,,Outbound,259,2019-06-11T22:38:47Z,,,WorkItem,,355-800-3066,Support,Known Issue
,,500R0000009v8MrIAI,Known Issue,,Completed,Medium,,0054P00000Av1QfQAJ,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,,0014P0000278mPMQAY,TRUE,2019-05-28T00:47:42.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,19761819364,Chimerical Auto Inbound,Auto Agent,321-801-0267,Peter Parker,,Inbound,983,2019-05-28T00:47:42Z,,,Call,,986-889-5653,Sales,New Product
,,500R0000009v8MsIAI,Product Inquiry,,Completed,Medium,,0054P00000Av1QfQAJ,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo,,0014P0000278mVxQAI,TRUE,2019-09-11T06:54:26.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,18347125353,Chimerical Auto Outbound,Cable TV Support,440-955-2827,Luke Cage,,Inbound,2579,2019-09-11T06:54:26Z,,,WorkItem,,321-265-1596,Engineering,Fall Campaign
,,500R0000009v8MtIAI,Known Issue,,Completed,High,,0054P00000Av1QfQAJ,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,,0014P0000278mJGQAY,TRUE,2019-01-08T02:53:01.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,17976643071,Chimerical Auto Inbound,Cable TV Support,374-776-9118,Justin Case,,Outbound,888,2019-01-08T02:53:01Z,,,Call,,289-943-3057,Accounting,Hot Lead
,,500R0000009v8MuIAI,Product Support,,Completed,Low,,0054P00000Av1QGQAZ,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam,,0014P0000278mS9QAI,TRUE,2019-04-21T23:11:57.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,14461729121,Chimerical Auto Workitem,Auto Agent,136-120-4094,Luke Cage,,Inbound,1021,2019-04-21T23:11:57Z,,,WorkItem,,941-365-2101,Services,New Product
,,500R0000009v8MvIAI,Product Problem,,Completed,Low,,0054P00000Av1QzQAJ,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,,0014P0000278mVxQAI,TRUE,2018-12-13T22:29:22.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,15457787849,Broadband Sales,Cable TV Support,859-853-4033,Bruce Banner,,Outbound,744,2018-12-13T22:29:22Z,,,WorkItem,,994-241-0178,Business Development,Spring Campaign
,,500R0000009v8MwIAI,Known Issue,,Completed,Medium,,0054P00000Av1PrQAJ,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia,,0014P0000278mN9QAI,TRUE,2019-04-16T06:12:58.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,14217136357,Chimerical Auto Workitem,Sales,256-783-6480,Peter Parker,,Inbound,2252,2019-04-16T06:12:58Z,,,Call,,789-897-0409,Business Development,Spring Campaign
,,500R0000009v8MxIAI,Known Issue,,Completed,Medium,,0054P00000Av1R4QAJ,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,,0014P0000278mQ6QAI,TRUE,2019-09-28T00:30:14.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,16018870878,Chimerical Auto Workitem,Cable TV Support,551-526-9016,Justin Case,,Outbound,1955,2019-09-28T00:30:14Z,,,Email,,279-909-3406,Engineering,Spring Campaign
,,500R0000009v8MyIAI,General Inquiry,,Completed,Low,,0054P00000Av1QzQAJ,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,,0014P0000278mN9QAI,TRUE,2018-11-09T03:58:01.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,17224233794,Cable TV Issues,Cable TV Support,476-282-6487,Bruce Banner,,Outbound,1895,2018-11-09T03:58:01Z,,,Email,,695-234-5810,Human Resources,Upgrade
,,500R0000009v8MzIAI,General Inquiry,,Completed,High,,0054P00000Av1QzQAJ,et eros vestibulum ac est lacinia nisi venenatis tristique fusce,,0014P0000278mQ6QAI,TRUE,2019-03-30T05:08:53.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,13579637199,Router Issues,Cable TV Support,882-169-6035,Tony Stark,,Outbound,337,2019-03-30T05:08:53Z,,,Call,,917-224-3405,Accounting,New Product
,,500R0000009v8N0IAI,General Inquiry,,Completed,High,,0054P00000Av1QaQAJ,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi,,0014P0000278mS9QAI,TRUE,2019-10-24T19:23:35.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,15188368056,Chimerical Auto Outbound,Router Support,693-495-7256,Steve Rogers,,Outbound,2283,2019-10-24T19:23:35Z,,,Chat,,580-691-3512,Human Resources,New Product
,,500R0000009v8N1IAI,General Inquiry,,Completed,Medium,,0054P00000Av1QaQAJ,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,,0014P0000278mS9QAI,TRUE,2019-05-13T04:05:20.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,18279140801,Cable TV Issues,Sales,898-623-2203,Charles Xavier,,Inbound,1228,2019-05-13T04:05:20Z,,,Email,,898-230-1017,Human Resources,Fall Campaign
,,500R0000009v8N2IAI,Known Issue,,Completed,Medium,,0054P00000Av1R4QAJ,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,,0014P0000278mJGQAY,TRUE,2019-02-25T06:39:18.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,18198353140,Broadband Sales,Sales,406-471-9650,Tony Stark,,Inbound,316,2019-02-25T06:39:18Z,,,Chat,,757-557-6308,Accounting,Hot Lead
,,500R0000009v8N3IAI,Known Issue,,Completed,High,,0054P00000Av1QaQAJ,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,,0014P0000278mS9QAI,TRUE,2019-05-25T13:13:52.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,14496234074,Chimerical Auto Inbound,Router Support,177-588-4042,Peter Parker,,Outbound,307,2019-05-25T13:13:52Z,,,Call,,229-575-0067,Engineering,Spring Campaign
,,500R0000009v8N4IAI,Product Problem,,Completed,High,,0054P00000Av1QkQAJ,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,,0014P0000278mN9QAI,TRUE,2019-07-11T11:55:39.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,13793405457,Chimerical Auto Outbound,Router Support,609-458-4241,Steve Rogers,,Outbound,129,2019-07-11T11:55:39Z,,,Call,,485-570-9155,Training,Spring Campaign
,,500R0000009v8N5IAI,General Inquiry,,Completed,Low,,0054P00000Av1QuQAJ,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,,0014P0000278mJGQAY,TRUE,2019-07-19T19:39:43.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,12956885881,Broadband Sales,Cable TV Support,175-783-6410,Luke Cage,,Outbound,105,2019-07-19T19:39:43Z,,,Call,,545-984-2241,Legal,Spring Campaign
,,500R0000009v8N6IAI,Product Support,,Completed,High,,0054P00000Av1QuQAJ,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis,,0014P0000278mVxQAI,TRUE,2019-06-29T23:35:45.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,19192144507,Chimerical Auto Outbound,Sales,459-143-0123,Luke Cage,,Inbound,2746,2019-06-29T23:35:45Z,,,Email,,558-471-5427,Human Resources,Hot Lead
,,500R0000009v8N7IAI,Product Problem,,Completed,High,,0054P00000Av1QkQAJ,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse,,0014P0000278mS9QAI,TRUE,2018-11-14T22:50:24.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,13287722557,Chimerical Auto Inbound,Router Support,217-379-5252,Clint Barton,,Outbound,1637,2018-11-14T22:50:24Z,,,WorkItem,,165-404-7670,Human Resources,New Product
,,500R0000009v8N8IAI,Product Problem,,Completed,Low,,0054P00000Av1QkQAJ,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi,,0014P0000278mQ6QAI,TRUE,2019-04-09T17:28:14.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,19648783099,Router Issues,Auto Agent,290-604-7473,Bruce Banner,,Outbound,2441,2019-04-09T17:28:14Z,,,WorkItem,,452-780-4106,Accounting,Known Issue
,,500R0000009v8N9IAI,Product Inquiry,,Completed,Medium,,0054P00000Av1QfQAJ,at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium,,0014P0000278mS9QAI,TRUE,2019-07-10T03:33:31.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,14137550074,Broadband Sales,Cable TV Support,629-182-0045,Steve Rogers,,Inbound,804,2019-07-10T03:33:31Z,,,Call,,911-670-6441,Research and Development,Spring Campaign
,,500R0000009v8NAIAY,Known Issue,,Completed,Low,,0054P00000Av1QzQAJ,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,,0014P0000278mS9QAI,TRUE,2019-10-13T14:57:48.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,17284058404,Router Issues,Router Support,294-824-5401,Clint Barton,,Inbound,220,2019-10-13T14:57:48Z,,,Call,,929-776-1170,Accounting,Known Issue
,,500R0000009v8NBIAY,Product Problem,,Completed,Medium,,0054P00000Av1QkQAJ,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla,,0014P0000278mPMQAY,TRUE,2018-12-19T08:02:31.000Z,,,,,,,,,,,,,,,,,,,,,,,,Skill Callback Any Agent,14028626024,Chimerical Auto Inbound,Cable TV Support,321-965-8599,Peter Parker,,Outbound,2664,2018-12-19T08:02:31Z,,,WorkItem,,657-878-9080,Engineering,Upgrade
,,500R0000009v8NCIAY,Product Problem,,Completed,Low,,0054P00000Av1QfQAJ,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur,,0014P0000278mPMQAY,TRUE,2019-09-17T15:33:01.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,15324867810,Chimerical Auto Inbound,Router Support,438-391-7825,Wade Wilson,,Inbound,890,2019-09-17T15:33:01Z,,,Chat,,365-731-6900,Training,Spring Campaign
,,500R0000009v8NDIAY,Product Support,,Completed,Medium,,0054P00000Av1QaQAJ,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien,,0014P0000278mVxQAI,TRUE,2018-12-18T02:27:46.000Z,,,,,,,,,,,,,,,,,,,,,,,,Issue Resolved,14955255706,Router Issues,Auto Agent,893-138-3693,Clint Barton,,Outbound,559,2018-12-18T02:27:46Z,,,Email,,262-305-2168,Engineering,Upgrade
,,500R0000009v8NEIAY,Product Support,,Completed,High,,0054P00000Av1QzQAJ,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer,,0014P0000278mJGQAY,TRUE,2019-07-05T22:06:13.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,18267374689,Chimerical Auto Inbound,Sales,809-553-8640,Wade Wilson,,Inbound,645,2019-07-05T22:06:13Z,,,WorkItem,,110-546-2743,Training,Fall Campaign
,,500R0000009v8NFIAY,Product Problem,,Completed,Medium,,0054P00000Av1QLQAZ,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,,0014P0000278mQ6QAI,TRUE,2019-08-16T19:03:11.000Z,,,,,,,,,,,,,,,,,,,,,,,,General Questions,17245201306,Chimerical Auto Outbound,Auto Agent,761-649-5871,Luke Cage,,Inbound,1762,2019-08-16T19:03:11Z,,,Call,,293-697-3249,Marketing,Upgrade
,,500R0000009v8NGIAY,Known Issue,,Completed,High,,0054P00000Av1QuQAJ,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,,0014P0000278mPMQAY,TRUE,2018-11-21T03:50:39.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,16655574582,Cable TV Issues,Router Support,579-903-4070,Luke Cage,,Inbound,559,2018-11-21T03:50:39Z,,,Chat,,815-441-8904,Accounting,Fall Campaign
,,500R0000009v8NHIAY,Product Problem,,Completed,Medium,,0054P00000Av1QLQAZ,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,,0014P0000278mN9QAI,TRUE,2019-09-02T19:26:44.000Z,,,,,,,,,,,,,,,,,,,,,,,,Paid Bill,12614975828,Router Issues,Router Support,698-575-6028,Tony Stark,,Inbound,2636,2019-09-02T19:26:44Z,,,Email,,533-713-5166,Support,Known Issue
